X1,X2,X3,X4,X5,Y
0.19296380696599602,2.8786586429682197,-1.031346579503222,2.0415819272695908,1.3864710875854431,8.679093308818937
0.5224755614952912,0.5306173723130758,-1.7407906640742867,2.374256195833822,-1.9825224385925082,-2.0961550813761245
2.8037375932303066,2.4724217502360375,1.3001272586253751,1.973162705087125,1.2848321472985074,21.323612718564423
-1.3308567425029003,1.3395983648544458,0.32351987968924023,2.4120695242890218,2.8690380520802305,9.359497021714823
2.5291302005003615,0.6224537486157615,-1.7930499040727548,-0.16494425824046743,1.716873561684391,3.1985588325783074
-0.8987598692397234,-2.2784525927348707,0.27575365444953803,0.048734379532682226,-2.9442523670597245,-0.7989620320415791
-0.4754259853382634,2.9193458845533593,-0.9929048153135627,1.7925769113094159,1.67480559915073,7.829067153835087
0.09149505719612838,-0.48348399476516457,-1.079762064401811,0.3599344065919512,0.8471990538452463,-0.8862540956157952
1.7694531156336337,2.000338018358537,1.2332620432073176,2.145394901665587,-2.9504967580297476,6.455608849765326
0.11497769725963014,1.9588508425695323,-0.5341998098438574,0.49331754631890945,0.42059152060564964,3.6743822496826604
2.0566942960734993,1.2821843710194578,-1.9962707796048456,0.5885694546477249,-0.7366850167587291,0.36644280613377433
-0.5281044267296862,1.933285264987294,0.8436052277567461,1.5774052627461828,0.026858409090283253,4.881424409400836
-1.7366582627978575,-2.665960285505613,1.7853175720378092,0.046627467609887674,0.597386656035165,-1.794889686546261
1.8478604230493936,-0.8783188505202029,1.655390733392427,-1.8966860741271487,1.4547887943329147,1.4672045748704963
-1.070122139332406,-1.7082352862245926,-0.5433512111097176,-1.795135393924241,1.6722030678605018,-2.8942242839453414
2.881182928475825,-1.4151438370458513,-1.4690967976509066,1.6447474424021395,2.4150690877822596,6.716640237647004
0.9075213675687532,2.712053103204049,1.184413148578701,0.8438423946424907,2.836515473814523,17.36269020336751
-2.240284935952313,-2.8525622166136584,0.08558726205836287,2.267265278160285,-1.6397531604197262,-2.4557717222687647
-0.5708532554822767,0.5200118851007698,-1.7075974405637755,0.14151833095277278,-0.5302637738941289,-2.413113368325169
0.838433780965318,2.9632321640485078,-1.8715424931323907,-2.6128753547022834,-1.5595960642886753,-0.39336060167058196
0.5446397645099741,-2.4874711611838247,1.3988883967275823,0.6640152744693646,-2.3061187448090914,-2.7960557534506503
